Genres,Audience Score,Director,Tomato-meter,Actors,Movie Title
"['Drama', 'Comedy']",53,Anthony Byrne,67,"[' Joss Ackland', ' Hayley Atwell', ' Orla Brady', ' Vanessa Redgrave', ' Imelda Staunton', ' Brenda Fricker']",How About You (2008)
"['Drama', 'Art House & International', 'Classics']",93,Grigori Chukhraj & Valentin Yezhov,100,"[' Vladimir Ivashov', ' Antonina Maximova', ' Zhanna Prokhorenko', ' Antonina Maksimova', ' Nikolai Kryuchkov', ' Nikolay Kryuchkov']",Ballad of a Soldier (1959)
"['Mystery & Suspense', 'Drama']",91,Shane Meadows,57,"[' Paddy Considine', ' Gary Stretch', ' Toby Kebbell', ' Jo Hartley', "" Seamus O'Neill"", ' Stuart Wolfenden']",Dead Man's Shoes (2006)
"['Classics', 'Comedy']",87,Norman McLeod,96,"[' Groucho Marx', ' Harpo Marx', ' Chico Marx', ' Zeppo Marx', ' Thelma Todd', ' Nat Pendleton']",Horse Feathers (1932)
"['Drama', 'Action & Adventure', 'Mystery & Suspense']",62,Wim Wenders,80,"[' Frederic Forrest', ' Peter Boyle', ' Elisha Cook Jr.', ' Marilu Henner', ' Roy Kinnear', ' Lydia Lei']",Hammett (1982)
"['Action & Adventure', 'Comedy']",71,Wen Jiang,72,"[' Yun-Fat Chow', ' Jiang Wen', ' You Ge', ' Carina Lau', ' Jun Hu', ' Yun Zhou']",Let the Bullets Fly (2012)
"['Action & Adventure', 'Comedy']",45,Carl Parker,10,"[' Rupert Everett', ' Colin Firth', ' David Tennant', ' Talulah Riley', ' Jodie Whittaker', ' Juno Temple']",St Trinian's II: The Legend of Fritton's Gold (2009)
['Drama'],99,Edward Zwick,89,"[' Tobey Maguire', ' Peter Sarsgaard', ' Liev Schreiber', ' Michael Stuhlbarg', ' Lily Rabe', ' Robin Weigert']",Pawn Sacrifice (2015)
"['Drama', 'Action & Adventure']",68,Vidhu Vinod Chopra,21,"[' Anton Yelchin', ' Mar\xc3\xada Valverde', ' Sean Patrick Flanery', ' Thomas Jane', "" Vincent D'Onofrio"", ' Christopher George M...']",Broken Horses (2015)
"['Drama', 'Art House & International', 'Comedy']",59,Risa Bramon Garcia,28,"[' Ben Affleck', ' Martha Plimpton', ' Paul Rudd', ' Janeane Garofalo', ' Courtney Love', ' Christina Ricci']",200 Cigarettes (1999)
"['Art House & International', 'Drama']",76,Rainer Werner Fassbinder,100,"[' Kurt Raab', ' Lilith Ungerer', ' Amadeus Fengler', ' Harry Baer', ' Ingrid Caven', ' Irm Hermann']",Warum Lauft Herr R. Amok? (Why Does Herr R. Run Amok?) (1977)
['Comedy'],62,Harold Ramis,69,"[' Billy Crystal', ' Robert De Niro', ' Lisa Kudrow', ' Joe Viterelli', ' Chazz Palminteri', ' Bill Macy']",Analyze This (1999)
"['Animation', 'Kids & Family', 'Comedy']",70,Kevin Lima,53,"[' Bill Farmer', ' Jason Marsden', ' Jim Cummings', ' Kellie Martin', ' Rob Paulsen', ' Wallace Shawn']",A Goofy Movie (1995)
"['Drama', 'Comedy']",23,Dax Shepard,0,"[' Dax Shepard', ' Nate Tuck', ' Greg Siegel', ' Jamie Feldman', ' Andrew Panay', ' Ashton Kutcher']",Brother's Justice (2011)
"['Drama', 'Science Fiction & Fantasy', 'Comedy']",38,John Herzfeld,20,"[' John Travolta', ' Olivia Newton-John', ' Charles Durning', ' Beatrice Straight', ' Scatman Crothers', ' Robby Benson']",Two of a Kind (1983)
"['Drama', 'Romance', 'Musical & Performing Arts', 'Classics']",52,Robert Z. Leonard,65,"[' William Powell', ' Luise Rainer', ' Myrna Loy', ' Frank Morgan', ' Reginald Owen', ' Nat Pendleton']",The Great Ziegfeld (1936)
['Drama'],44,Jocelyn Moorhouse,23,"[' Michelle Pfeiffer', ' Jessica Lange', ' Jason Robards', ' Jennifer Jason Leigh', ' Colin Firth', ' Keith Carradine']",A Thousand Acres (1997)
['Documentary'],79,Andy Bichlbaum,81,"[' Mike Bonanno', ' Andy Bichlbaum', "" Gitz 'Crazyboy' Dera..."", ' Chandia Kodili']",The Yes Men Are Revolting (2015)
['Drama'],78,Lorraine Lévy,80,"[' Emmanuelle Devos', ' Pascal Elb\xc3\xa9', ' Jules Sitruk', ' Mehdi Dehbi', ' Areen Omari', ' Khalifa Natour']",The Other Son (2012)
"['Drama', 'Comedy']",51,Lynn Shelton,79,"[' Mark Duplass', ' Joshua Leonard', ' Alycia Delmore', ' Lynn Shelton', ' Trina Willard', ' OLIVIA']",Humpday (2009)
"['Drama', 'Science Fiction & Fantasy', 'Comedy']",59,Hal Hartley,29,"[' Sarah Polley', ' Robert John Burke', ' Helen Mirren', ' Baltasar Korm\xc3\xa1kur', ' Julie Christie', ' Paul Lazar']",No Such Thing (2002)
"['Horror', 'Art House & International', 'Mystery & Suspense']",70,Mario Bava,67,"[' Giacomo Rossi-Stuart', ' Erica Blanc', ' Fabienne Dali', ' Erika Blanc', ' Piero Lulli', ' Giana Vivaldi']","Kill, Baby, Kill (Operazione paura) (Curse of the Living Dead) (Don't Walk in the Park) (1966)"
"['Mystery & Suspense', 'Drama']",37,John Bailey,40,"[' Madeleine Stowe', ' Ed Harris', ' Madeline Stowe', ' Benicio Del Toro', ' Charles Dance', ' Patricia Healy']",China Moon (1994)
['Mystery & Suspense'],44,Pat Verducci,0,"[' Alicia Silverstone', ' Kevin Dillon', ' Bill Nunn', ' Michael Bowen', ' Jennifer Savidge', ' Sean Anthony Moran']",True Crime (1995)
"['Action & Adventure', 'Science Fiction & Fantasy', 'Comedy']",72,Gore Verbinski,54,"[' Johnny Depp', ' Orlando Bloom', ' Keira Knightley', ' Jack Davenport', ' Stellan Skarsgard', ' Bill Nighy']",Pirates of the Caribbean: Dead Man's Chest (2006)
"['Drama', 'Horror', 'Art House & International', 'Mystery & Suspense']",69,Guillermo del Toro,89,"[' Federico Luppi', ' Ron Perlman', ' Claudio Brook', ' Margarita Isabel', ' Tamara Shanath', ' Daniel Jim\xc3\xa9nez Cacho']",Cronos (1994)
"['Musical & Performing Arts', 'Drama']",40,James Foley,40,"[' Al Pacino', ' Mary Elizabeth Mastr...', ' Jerry Barone', ' Joe Grifasi', ' Joanna Merlin', ' Andy Romano']",Two Bits (1995)
"['Drama', 'Romance', 'Musical & Performing Arts', 'Comedy']",69,George Stevens,80,"[' Fred Astaire', ' Joan Fontaine', ' George Burns', ' Gracie Allen', ' Reginald Gardiner', ' Ray Noble']",A Damsel in Distress (1937)
['Comedy'],70,Andy Fickman,29,"[' Dwayne ""The Rock"" Jo...', ' Madison Pettis', ' Kyra Sedgwick', ' Roselyn Sanchez', ' Morris Chestnut', ' Hayes MacArthur']",The Game Plan (2007)
"['Drama', 'Romance']",32,Fernando Meirelles,21,"[' Jude Law', ' Rachel Weisz', ' Ben Foster', ' Marianne Jean-Baptis...', ' Dinara Drukarova', ' Gabriela Marcinkova']",360 (2012)
['Drama'],58,James Mottern,58,"[' Michelle Monaghan', ' Nathan Fillion', ' Benjamin Bratt', ' Joey Lauren Adams', ' Jimmy Bennett', ' Bryce Johnson']",Trucker (2009)
"['Drama', 'Action & Adventure', 'Mystery & Suspense', 'Comedy']",48,Carl Schenkel,88,"[' Denzel Washington', ' Robert Townsend', ' James Fox', ' Mimi Rogers', ' M. Emmet Walsh', ' Sheryl Lee Ralph']",The Mighty Quinn (1989)
"['Action & Adventure', 'Mystery & Suspense', 'Classics']",60,Lynn Shores,80,"[' Sidney Toler', ' C. Henry Gordon', ' Marc Lawrence', ' Joan Valerie', ' Marguerite Chapman', ' Ted Osborn']",Charlie Chan At The Wax Museum (1940)
"['Mystery & Suspense', 'Comedy']",68,Renny Harlin,29,"[' Andrew Dice Clay', ' Wayne Newton', ' Priscilla Presley', ' Morris Day', ' Lauren Holly', ' Maddie Corman']",The Adventures of Ford Fairlane (1990)
"['Drama', 'Action & Adventure', 'Mystery & Suspense']",60,David Koepp,75,"[' Joseph Gordon-Levitt', ' Michael Shannon', ' Dania Ramirez', ' Jamie Chung', ' Lauren Ashley Carter', ' Aasif Mandvi']",Premium Rush (2012)
"['Art House & International', 'Comedy']",55,Riad Sattouf,94,"[' Alice Tr\xc3\xa9moli\xc3\xa8re', ' Anthony Sonigo', ' Alice Tr\xc3\xa9moli\xc3\xa8res', ' Julie Scheibling', ' Robin Nizan-Duverger', ' Vincent Lacoste']",Les beaux gosses (The French Kissers) (2009)
"['Drama', 'Kids & Family']",69,Carroll Ballard,86,"[' Jeff Daniels', ' Anna Paquin', ' Dana Delany', ' Terry Kinney', ' Holter Graham', ' Jeremy Ratchford']",Fly Away Home (1996)
"['Drama', 'Action & Adventure', 'Comedy']",49,Ben Chace,72,"[' Kevin Bewersdorf', ' Carl Bradshaw', ' Mark Gibbs', ' Norah Jones']",Wah Do Dem (2010)
"['Drama', 'Romance', 'Comedy']",43,Dale Launer,27,"[' Tate Donovan', ' Sandra Bullock', ' Mary Mara', ' Dale Midkiff', ' Hillary B. Smith', ' Dylan Baker']",Love Potion No. 9 (1992)
"['Drama', 'Romance', 'Classics']",71,George Cukor,85,"[' Clark Gable', ' Myrna Loy', ' William Powell', ' Leo Carrillo', ' Nat Pendleton', ' Mickey Rooney']",Manhattan Melodrama (2003)
"['Documentary', 'Television']",80,Mike Jacobs,80,[' Richard Gazowsky'],Audience of One (2007)
"['Comedy', 'Romance']",42,Julie Davis,40,"[' Marla Schaffel', ' Mitchell Whitfield', ' Meredith Scott Lynn', ' Michael Harris', ' Darryl Theirse', ' Nancy Sorel']",I Love You...Don't Touch Me! (1997)
"['Western', 'Drama']",48,Christopher Cain,13,"[' Jon Voight', ' Terence Stamp', ' Lolita Davidovich', ' Trent Ford', ' Dean Cain', ' Tamara Hope']",September Dawn (2007)
"['Drama', 'Action & Adventure']",51,Sean McNamara,40,"[' David Arquette', ' Lauren Holly', ' Jason Isaacs', ' Nolan Gould', ' Luke Benward', ' Tom Skerritt']",Field of Lost Shoes (2014)
['Comedy'],79,Jerry Lewis,10,"[' Jerry Lewis', ' Susan Oliver', ' Roger C. Carmel', ' Deanna Lund', ' Harold J. Stone', ' Steve Franken']",Hardly Working (1981)
['Comedy'],37,Lance Rivera,5,"[' Storm P', ' Ja Rule', ' Tim Meadows', ' Jenifer Lewis', ' Meagan Good', ' Jonathan Silverman']",The Cookout (2004)
"['Horror', 'Art House & International', 'Classics', 'Science Fiction & Fantasy']",87,Fritz Lang,88,"[' Lil Dagover', ' Walter Janssen', ' Bernhard Goetzke', ' Rudolf Klein-Rogge', ' Paul Biensfeldt', ' Eduard von Winterste...']",Destiny (Der mude Tod) (The Weary Death) (Between Two Worlds) (1921)
"['Drama', 'Art House & International', 'Special Interest']",22,Adrian Vitoria,40,"[' Sean Bean', ' Danny Dyer', "" James D'Arcy"", ' Izabella Miko', ' Aksel Hennie', ' William Houston']",Age of Heroes (2011)
['Romance'],50,James Dodson,37,"[' Jesse Metcalfe', ' Shriya Saran', ' Anupam Kher', ' Austin Basis', ' Larry Miller', ' Sara Foster']",The Other End of the Line (2008)
['Drama'],67,Justin Simms,50,"[' Joel Thomas Hynes', ' Myl\xc3\xa8ne Savoie', ' Robert Joy', ' Hugh Dillon', ' Sherry White', ' Jody Richardson']",Down to the Dirt  (2008)
"['Art House & International', 'Drama']",64,Slawomir Fabicki,100,"[' Antoni Pawlicki', ' Natalya Vdovina', ' Jacek Braciak', ' Dmytro Melnychuk', ' Michal Filipiak', ' Wojciech Zielinski']",Z Odzysku (Retrieval) (2006)
"['Drama', 'Animation', 'Kids & Family', 'Musical & Performing Arts']",76,Brenda Chapman,79,"[' Val Kilmer', ' Ralph Fiennes', ' Sandra Bullock', ' Jeff Goldblum', ' Danny Glover', ' Patrick Stewart']",The Prince of Egypt (1998)
"['Musical & Performing Arts', 'Documentary']",87,Noel Archambault,100,"[' The Rolling Stones', ' Chuck Leavell', ' Bobby Keys', ' Bernard Fowler', ' Lorelei McBroom', ' Sophia Jones']",Rolling Stones: Live at the Max (1996)
"['Drama', 'Romance']",78,Victor Fleming,100,"[' Jean Harlow', ' Clark Gable', ' Gene Raymond', ' Mary Astor', ' Donald Crisp', ' Tully Marshall']",Red Dust (1932)
['Drama'],89,Lasse Hallstrom,89,"[' Johnny Depp', ' Leonardo DiCaprio', ' Juliette Lewis', ' Mary Steenburgen', ' Darlene Cates', ' Laura Harrington']",What's Eating Gilbert Grape (1993)
"['Drama', 'Comedy']",61,Lee Toland Krieger,70,"[' Rashida Jones', ' Andy Samberg', ' Chris Messina', ' Ari Graynor', ' Emma Roberts', ' Elijah Wood']",Celeste and Jesse Forever (2012)
"['Musical & Performing Arts', 'Documentary']",60,Charlie Paul,63,"[' Ralph Steadman', ' Johnny Depp', ' Hunter S. Thompson', ' Patrick Godfrey', ' Richard E. Grant', ' Terry Gilliam']",For No Good Reason (2014)
"['Drama', 'Musical & Performing Arts', 'Classics', 'Comedy']",57,Walter Lang,69,"[' Ethel Merman', "" Donald O'Connor"", ' Marilyn Monroe', ' Dan Dailey', ' Mitzi Gaynor', ' Johnnie Ray']",There's No Business Like Show Business (1954)
"['Drama', 'Comedy']",64,Keva Rosenfeld,75,"[' Linda Hunt', ' Brendan Fraser', ' Gladys Knight', ' Elisabeth Shue', ' David Rasche', ' George Morfogen']",Twenty Bucks (1993)
"['Drama', 'Comedy']",31,Adam Rapp,30,"[' Iv\xc3\xa1n Mart\xc3\xadn', ' Michael Godere', ' Marisa Tomei', ' Brian Geraghty', ' Sam Rockwell', ' Natasha Lyonne']",Loitering With Intent (2015)
"['Musical & Performing Arts', 'Classics', 'Comedy']",90,Sam Wood,100,"[' Groucho Marx', ' Marx Brothers', ' Chico Marx', ' Harpo Marx', ' Margaret Dumont', ' Allan Jones']",A Day at the Races (1937)
"['Drama', 'Action & Adventure', 'Kids & Family']",89,Steve Miner,70,"[' Gabrielle Anwar', ' Cliff Robertson', ' Michael Schoeffling', ' Kathleen York', ' Dylan Kussman', ' Frank Renzulli']",Wild Hearts Can't Be Broken (1991)
"['Documentary', 'Musical & Performing Arts', 'Art House & International', 'Special Interest']",67,Oeke Hoogendijk,86,"[' Ronald deLeeuw', ' Minister Plasterk', ' Wim deBell', ' Leo vanGerven', ' Marjolein deLange', ' Liesbeth vanderPol']",The New Rijksmuseum (Parts 1 and 2) (2013)
"['Horror', 'Classics', 'Science Fiction & Fantasy']",83,Erle C. Kenton,95,"[' Charles Laughton', ' Richard Arlen', ' Leila Hyams', ' Bela Lugosi', ' Kathleen Burke', ' Arthur Hohl']",Island of Lost Souls (1933)
"['Drama', 'Romance', 'Art House & International', 'Mystery & Suspense']",59,Sheri Elwood,20,"[' Kirsten Dunst', ' Lynn Redgrave', ' Alberta Watson', ' Brent Carver', ' Peter Donaldson', ' Julia Brendler']",Deeply (2001)
"['Romance', 'Science Fiction & Fantasy', 'Comedy', 'Special Interest']",87,Harold Ramis,96,"[' Bill Murray', ' Andie MacDowell', ' Chris Elliott', ' Stephen Tobolowsky', ' Brian Doyle-Murray', ' Marita Geraghty']",Groundhog Day (1993)
"['Horror', 'Musical & Performing Arts', 'Mystery & Suspense', 'Classics', 'Comedy']",53,William Wellman,60,"[' Barbara Stanwyck', "" Michael O'Shea"", ' Iris Adrian', ' J. Edward Bromberg', ' Gloria Dickson', ' Victoria Faust']",Lady of Burlesque (1943)
"['Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']",53,Christopher Menaul,50,"[' Rutger Hauer', ' Miranda Richardson', ' Jean Marsh', ' Peter Vaughan', ' Michael Kitchen', ' John Woodvine']",Fatherland (1994)
"['Art House & International', 'Science Fiction & Fantasy', 'Special Interest']",84,Alain Resnais,83,"[' Claude Rich', ' Olga Georges-Picot', ' Anouk Ferjac', ' Alain MacMoy', ' Vania Vilers', ' Ray Verhaege']","Je T'Aime, Je T'Aime (1968)"
"['Drama', 'Comedy']",41,Jordan Roberts,41,"[' Charlie Hunnam', "" Chris O'Dowd"", ' Lizzy Caplan', ' Whitney Cummings', ' Nora Dunn', ' Sam Anderson']","3, 2, 1... Frankie Go Boom (2012)"
"['Action & Adventure', 'Horror', 'Science Fiction & Fantasy']",63,Patrick Tatopoulos,29,"[' Bill Nighy', ' Michael Sheen', ' Rhona Mitra', ' Steven Mackintosh', ' Kevin Grevioux', ' David Aston']",Underworld: The Rise of the Lycans (2009)
"['Documentary', 'Television', 'Musical & Performing Arts']",87,Jeffrey C. Sherman,89,"[' Richard M. Sherman', ' Robert B. Sherman']",The Boys: The Sherman Brothers' Story (2009)
"['Art House & International', 'Comedy']",13,Christopher Livingston,32,"[' Michael Parducci', ' Hoyt Richards', ' Peter Jacobson', ' John Fiore', ' Judy Prescott', ' Kerr Smith']",Hit and Runway (1999)
"['Drama', 'Romance', 'Art House & International', 'Comedy']",77,Fernando Trueba,94,"[' Penelope Cruz', ' Miriam Diaz-Aroca', ' Gabino Diego', ' Fernando Fern\xc3\xa1n G\xc3\xb3me...', ' Ariadna Gil', ' Jorge Sanz']",Belle Epoque (The Age of Beauty) (1992)
['Action & Adventure'],42,Joseph Zito,21,"[' Chuck Norris', ' M. Emmet Walsh', ' Lenore Kasdorf', ' Leonore Kasdorf', ' James Hong', ' Ernie Ortega']",Missing in Action (1984)
['Classics'],43,Robert Rossen,0,"[' Richard Burton', ' Fredric March', ' Claire Bloom', ' Danielle Darrieux', ' Harry Andrews', ' Stanley Baker']",Alexander the Great (1956)
"['Romance', 'Musical & Performing Arts', 'Comedy']",26,Mark Brokaw,11,"[' Elizabeth Taylor', ' Diana Rigg', ' Len Cariou', ' Lesley-Anne Down', ' Hermione Gingold', ' Laurence Guittard']",A Little Night Music (1977)
"['Drama', 'Comedy']",100,Drew Tobia,86,"[' Eleanore Pienta', ' Dana Eskelson', ' Molly Plunk', ' Keisha Zollar', ' Beverly Bonner', ' Ingrid Jungermann']",See You Next Tuesday (2014)
"['Documentary', 'Special Interest']",84,R.J. Cutler,88,"[' Oliver North', ' Mark Goodin', ' Don Baker', ' Charles S. Robb', ' Don Henderson Baker', ' Mark Merritt']",A Perfect Candidate (1996)
"['Romance', 'Art House & International', 'Comedy']",34,Matthias Schweighöfer,50,"[' Matthias Schweigh\xc3\xb6fe...', ' Sibel Kekilli', ' Thomas Kretschmann', "" Elyas M'Barek"", ' Mavie H\xc3\xb6rbiger', ' Milan Peschel']",What A Man (2012)
['Comedy'],51,Brant Sersen,27,"[' Thomas Middleditch', ' Rachael Taylor', ' Christopher McDonald', ' Lea Thompson', ' Dean Winters', ' Jason Mantzoukas']",Splinterheads (2009)
"['Musical & Performing Arts', 'Science Fiction & Fantasy', 'Comedy']",51,Lucas Reiner,80,"[' David Cassidy', ' Leif Garrett', "" Olivia d'Abo"", ' Geoff Hoyle', ' Jeff McDonald', ' Steve McDonald']",The Spirit of '76 (1990)
['Comedy'],69,Gregory Jacobs,63,"[' Channing Tatum', ' Matt Bomer', ' Joe Manganiello', ' Kevin Nash', ' Adam Rodriguez', ' Gabriel Iglesias']",Magic Mike XXL (2015)
"['Horror', 'Science Fiction & Fantasy', 'Comedy']",40,Brian Yuzna,45,"[' Jeffrey Combs', ' Jason Barry', ' Bruce Abbott', ' Sim\xc3\xb3n Andreu', ' Elsa Pataky', ' B\xc3\xa1rbara Elorrieta']",Beyond Re-Animator (2003)
"['Drama', 'Comedy']",80,Toa Fraser,85,"[' Jeremy Northam', ' Sam Neill', "" Peter O'Toole"", ' Bryan Brown', ' Judy Parfitt', ' Art Malik']",Dean Spanley (My Talks with Dean Spanley) (2008)
"['Action & Adventure', 'Science Fiction & Fantasy', 'Comedy']",34,Gil Junger,14,"[' Martin Lawrence', ' Marsha Thomason', ' Tom Wilkinson', ' Vincent Regan', "" Daryl 'Chill' Mitche..."", ' Michael Countryman']",Black Knight (2001)
"['Drama', 'Comedy']",21,Brian Austin Green,10,"[' Jenna Mattison', ' Brian Austin Green', ' Jennifer Blanc', ' Bryan Callen', ' Brad Rowe', ' Ronnie Marmo']",Fish Without a Bicycle (2004)
"['Drama', 'Action & Adventure', 'Art House & International', 'Comedy']",78,Lina Wertmüller,67,"[' Mariangela Melato', ' Giancarlo Giannini', ' Aldo Puglisi', ' Riccardo Salvino']",Travolti da un Insolito Destino nell'Azzurro Mare d'Agosto (Swept Away) (1974)
"['Documentary', 'Special Interest']",89,Amy Nicholson,75,"[' Joe Sitt', ' Amanda Burden', ' Dominic Recchia', ' Eddie Miranda']",ZIPPER: Coney Island's Last Wild Ride (2013)
"['Art House & International', 'Action & Adventure']",9,Jonathan English,17,"[' Michelle Fairley', ' Tom Austen', ' Tom Harries', ' Roxanne McKee', ' Rosie Day', ' Andy Beckwith']",Ironclad: Battle for Blood (2014)
['Comedy'],34,Bruno Barreto,14,"[' Gwyneth Paltrow', ' Christina Applegate', ' Mark Ruffalo', ' Candice Bergen', ' Kelly Preston', ' Mike Myers']",View from the Top (2003)
"['Animation', 'Kids & Family']",46,Sean McNamara,20,"[' Hilary Duff', ' George Hamilton', ' Teri Garr', ' Cathy Moriarty', ' Shelley Duvall', ' Pauly Shore']",Casper Meets Wendy (1998)
"['Action & Adventure', 'Science Fiction & Fantasy']",21,Bradford May,33,"[' Arnold Vosloo', ' Jeff Fahey', ' Darlanne Fluegel', ' Roxann Dawson', ' Roxann Biggs', ' Von Flores']",Darkman III: Die Darkman Die (1995)
"['Drama', 'Art House & International', 'Comedy']",34,Marshall Lewy,40,"[' Breckin Meyer', ' Anna Paquin', ' Richard Blackburn', "" Gloria O'Neill"", ' Joyce Krenz', "" Adriana O'Neil""]",Blue State (2007)
"['Musical & Performing Arts', 'Documentary']",86,Julian Schnabel,78,"[' Lou Reed', ' Emmanuelle Seigner', ' Antony', ' Fernando Saunders', ' Sharon Jones', ' The Brooklyn Youth C...']",Lou Reed's Berlin (2008)
"['Musical & Performing Arts', 'Art House & International', 'Comedy']",49,Issa López,60,"[' Patricia Llaca', ' Julio Bracho', ' Ana Layevska', ' Diana Garc\xc3\xada', ' Daniela Schmidt', ' Maya Zapata']",Casi Divas (Road to Fame) (2008)
"['Art House & International', 'Drama']",66,Sang-soo Hong,92,"[' Hwang Soo-jung', ' Park Eun-heui', ' Seo Min-Yeong', ' Yeong-ho Kim', ' Kim Yu-jin', ' Ju-bong Gi']",Night and Day (Bam gua nat) (2009)
"['Mystery & Suspense', 'Drama']",80,David Mamet,96,"[' Lindsay Crouse', ' Joe Mantegna', ' Mike Nussbaum', ' Lilia Skala', ' Steve Goldstein', ' J.T. Walsh']",House of Games (1987)
"['Mystery & Suspense', 'Drama']",10,Lee Basannavar,0,"[' Simon Phillips', ' Danny Dyer', ' Ashlie Walker']",Jack Said (2009)
['Drama'],68,Francis Ford Coppola,84,"[' Jeff Bridges', ' Joan Allen', ' Martin Landau', ' Frederic Forrest', ' Mako', ' Lloyd Bridges']",Tucker: The Man and His Dream (1988)
"['Musical & Performing Arts', 'Documentary']",65,Jon M. Chu,64,"[' Justin Bieber', ' Miley Cyrus', ' Sean Kingston', ' Chris ""Ludacris"" Bri...', ' Jaden Smith', ' Usher']",Justin Bieber: Never Say Never (2011)
['Comedy'],57,Jake Kasdan,74,"[' John C. Reilly', ' Jenna Fischer', ' Raymond J. Barry', ' Margo Martindale', ' Kristen Wiig', ' Tim Meadows']",Walk Hard: The Dewey Cox Story (2007)
