	Audience Score	Tomato-meter	Year	Genre	Director
594155	89	96	1996	Television	Rob Epstein
594163	82	91	1970	Television	Buzz Kulik
594303	86	92	1997	Television	William Friedkin
594308	90	94	1999	Television	Chris Smith (II)
594403	57	11	1999	Television	Christian Duguay
594432	75	77	2011	Television	James Rasin
594462	53	60	2007	Television	Gary Leva
594519	51	64	2010	Television	Antoine De Baecque
594619	91	80	2001	Television	Mike Nichols
594629	70	86	1999	Television	Roger Nygard
594690	78	89	1999	Television	Nate North
594750	79	91	1984	Television	Ingmar Bergman
594833	86	97	2001	Television	Nick Doob
594870	37	40	1999	Television	John Stephenson
594887	71	86	2010	Television	Elijah Drenner
594892	73	89	2010	Television	Jennifer M. Kroot
594913	79	71	2010	Television	Don Hahn
594943	86	100	2004	Television	Xan Cassavetes
595191	70	78	2004	Television	Tony Montana
595234	41	20	2008	Television	Caroline Zelder
595358	81	92	1997	Television	Michael Rymer
595390	93	88	1997	Television	Theodore Thomas
595391	85	90	2013	Television	Laurent Bouzereau
595519	29	5	1993	Television	Andrew Morahan
595580	100	100	2005	Television	Alex Shuper
595621	52	60	1995	Television	Steven Schachter
595743	60	78	2001	Television	Ted Bonnitt
595838	59	73	2003	Television	Damian Pettigrew
595906	91	93	2004	Television	Jacques Richard
595966	87	86	1995	Television	Chris Gerolmo
596043	74	48	2000	Television	Spike Lee
596178	26	20	2014	Television	Kevin Asch
596190	0	86	2001	Television	Jorge Montesi
596193	79	97	2005	Television	Amanda Micheli
596265	83	100	2012	Television	Raymond De Felitta
596286	91	100	1982	Television	Les Blank
596313	75	100	1985	Television	Volker Schlöndorff
596319	21	57	2001	Television	Tariq Jalil
596417	58	89	2012	Television	Bud Clayman
596468	46	64	2006	Television	Perry Grebin
596519	83	63	2003	Television	Wayne Ewing
596535	73	88	2010	Television	Mark Hartley
596634	78	100	2009	Television	Michael Sucsy
596788	28	35	2003	Television	Rick de Oliveira
596824	57	71	2004	Television	Brian Herzlinger
596844	55	93	2013	Television	Rodney Ascher
596881	16	60	2010	Television	Andrew Lauer
596916	85	75	2011	Television	Kurt Norton
596932	89	95	2011	Television	Robert B. Weide
596957	86	80	2007	Television	Nader T. Homayoun
596981	84	92	2011	Television	Alex Stapleton
597015	89	78	2003	Television	Lauren Lazin
597092	41	64	2010	Television	Angela Ismailos
597283	30	60	2000	Television	Roger Spottiswoode
597339	79	95	2012	Television	Susanne Rostock
597444	79	100	1998	Television	Krzysztof Wierzbicki
597468	66	90	1998	Television	Boyd Kirkland
597496	83	94	2015	Television	Mark Hartley
597519	73	88	1996	Television	Cher
597552	80	74	1998	Television	Trevor Nunn
597577	58	50	1968	Television	Jean-Luc Godard
597629	28	0	2001	Television	Alan Moyle
597730	84	60	1996	Television	Robert Harmon
597744	17	20	1983	Television	Douglas Williams
597911	89	90	2012	Television	Neil Berkeley
598037	80	80	2007	Television	Mike Jacobs
598068	87	89	2009	Television	Jeffrey C. Sherman
598190	64	83	2012	Television	Pip Chodorov
598231	75	80	1997	Television	Michael Winterbottom
598309	36	24	1995	Television	Desmond Nakano
598376	71	95	2013	Television	Steven Soderbergh
598389	80	100	2003	Television	Kenneth Bowser
598420	87	83	2003	Television	Frank Pierson
598505	83	87	1972	Television	Steven Spielberg
598608	82	100	1970	Television	Lionel Jeffries
598616	81	100	1994	Television	Bud Friedgen
598798	43	60	1996	Television	Tim Fywell
598909	89	100	1993	Television	Roger Spottiswoode
598957	31	25	2001	Television	Emilio Estevez
599103	88	95	2011	Television	Constance Marks
599168	77	79	2009	Television	David Burton Morris
599183	96	100	1995	Television	Martin Scorsese
599184	91	94	1991	Television	Michael Apted
599491	69	100	1970	Television	Roberto Rossellini
599525	83	92	2005	Television	Joe Angio
599678	36	20	1992	Television	David Wickes
599784	71	67	2009	Television	DJ Spooky
599941	85	100	1973	Television	Bing Crosby
599970	91	80	1980	Television	Jerry London
600128	72	79	2011	Television	Celine Danhier
600335	91	71	2005	Television	George C Wolfe
600449	84	67	2012	Television	Gregg Barson
600562	90	100	2006	Television	Jeff Garlin
600570	77	56	1980	Television	Ingmar Bergman
600666	89	85	2001	Television	Jan Harlan
600691	86	80	1991	Television	Agnès Varda
600693	63	86	2002	Television	Stephen Kijak
600719	92	96	2011	Television	Craig McCall
600740	61	31	1978	Television	Richard A. Colla
600765	84	71	1999	Television	Mick Jackson
600786	87	89	2012	Television	Dori Berinstein
600868	75	91	2008	Television	Nina Davenport
600933	38	67	1980	Television	Jules Bass
600973	80	94	2008	Television	Mark Hartley
600997	88	100	2007	Television	Jeffrey Schwarz
601027	77	100	2009	Television	Andrew Monument
601033	71	80	2001	Television	Agnieszka Holland
601057	29	20	2000	Television	John Mackenzie
601070	34	43	2014	Television	Nick Gomez
601085	94	100	2005	Television	Bradley Beesley
601116	74	91	2005	Television	Chris Browne
601207	87	94	2014	Television	Ryan Murphy
601238	69	63	1980	Television	Nicholas Ray
603733	51	50	2012	Western	Mike Wallis
604546	88	93	1976	Western	Don Siegel
604891	67	97	2009	Western	Lucien Castaing-Taylor
616491	51	53	1993	Action & Adventure	Walter Hill
616834	93	100	1948	Action & Adventure	John Huston
617477	43	100	1967	Action & Adventure	John Sturges
617509	85	86	2005	Action & Adventure	John Hillcoat
617523	95	98	1968	Action & Adventure	Sergio Leone
617566	84	79	2003	Action & Adventure	Kevin Costner
618119	58	38	1987	Action & Adventure	Alex Cox
618147	78	86	1995	Action & Adventure	Robert Markowitz
618312	79	69	1995	Action & Adventure	Tab Murphy
618663	73	71	2014	Action & Adventure	Todd Douglas Miller
618688	54	50	2011	Action & Adventure	Macario De Souza
618857	85	100	1946	Action & Adventure	John Ford
619166	92	94	1976	Action & Adventure	Clint Eastwood
619195	53	86	1972	Action & Adventure	John Sturges
619287	49	40	1963	Action & Adventure	Norman Tokar
619416	56	50	2013	Action & Adventure	Anthony Geffen
620209	88	100	1956	Action & Adventure	John Ford
620379	67	97	1965	Action & Adventure	Sam Peckinpah
620436	71	43	1970	Action & Adventure	Ralph Nelson
620745	65	0	1986	Action & Adventure	Albert Magnoli
621059	86	95	1995	Action & Adventure	Ron Howard
621845	87	82	1990	Action & Adventure	Kevin Costner
622606	61	86	1972	Action & Adventure	Robert Aldrich
623057	69	100	1967	Action & Adventure	Monte Hellman
623088	73	91	1960	Action & Adventure	Don Siegel
623294	54	55	2007	Action & Adventure	David Von Ancken
623555	50	58	2003	Action & Adventure	Ron Howard
623627	62	42	1994	Action & Adventure	Lawrence Kasdan
623847	75	76	2007	Action & Adventure	Andrew Dominik
624118	80	76	1985	Action & Adventure	Lawrence Kasdan
624240	55	57	1980	Action & Adventure	Michael Cimino
624920	91	98	1969	Action & Adventure	Sam Peckinpah
625204	72	54	1976	Action & Adventure	Jack Smight
625463	28	41	1995	Action & Adventure	Walter Hill
625474	72	54	1961	Action & Adventure	Marlon Brando
625772	52	71	1975	Action & Adventure	Diego Muñoz
625873	77	14	1968	Action & Adventure	Andrew V. MacLagen
625901	64	50	1960	Action & Adventure	John Wayne
626272	91	70	2001	Action & Adventure	Anders Thomas Jensen
626416	60	79	1976	Action & Adventure	Arthur Penn
626667	74	100	1963	Action & Adventure	John Ford
626756	62	45	2002	Action & Adventure	Álex de la Iglesia
626821	79	100	1957	Action & Adventure	Robert Stevenson
626880	20	12	2010	Action & Adventure	Jimmy Hayward
627235	50	67	2014	Action & Adventure	Pegi Vail
627344	85	96	1954	Action & Adventure	Nicholas Ray
627563	67	33	2006	Action & Adventure	Tony Bill
627578	83	92	1985	Action & Adventure	Clint Eastwood
627759	68	67	2013	Action & Adventure	Bogdan Mustata
627921	28	17	1988	Action & Adventure	F.W. Murnau's
628283	84	20	2004	Action & Adventure	Nick Love
628803	70	100	1940	Action & Adventure	King Vidor
628856	75	74	2007	Action & Adventure	Wisit Sasanatieng
629130	25	14	2000	Action & Adventure	Dwight Yoakam
630250	54	56	2003	Action & Adventure	Gregor Jordan
630436	57	86	1978	Action & Adventure	Alan J. Pakula
630473	52	40	1964	Action & Adventure	Gordon Douglas
630644	81	100	1965	Action & Adventure	Henry Hathaway
630740	62	21	2004	Action & Adventure	Christian Johnston
630805	49	31	2013	Action & Adventure	Siu-Tung Ching
631183	88	93	1960	Action & Adventure	John Sturges
631213	86	100	1939	Action & Adventure	John Ford
631223	56	68	2014	Action & Adventure	Leanne Pooley
632570	49	44	2000	Adult	Gough Lewis
636564	48	50	1998	Adult	Nick Broomfield
647347	81	87	2002	Animation	Rintaro
647732	37	19	1997	Animation	Mark Dippé
648048	64	70	2014	Animation	Mathias Malzieu
648079	78	88	2003	Animation	Peter Chung
649349	63	97	2000	Animation	Animated
649413	66	50	2001	Animation	Hiroyuki Kitakubo
650203	60	40	1991	Animation	Amy Irving
651472	52	22	2001	Animation	Michael Haigney
651806	74	69	2006	Animation	Richard Linklater
652628	90	87	2001	Animation	Ruairi Robinson
654772	71	57	2006	Animation	Carlos Saldanha
654822	80	100	2013	Animation	Jung
655407	76	80	2008	Animation	Brett Morgen
656019	94	92	1999	Animation	Hayao Miyazaki
656068	57	57	2007	Animation	Lauren Montgomery
656175	66	54	2001	Animation	Hirotsugu Kawasaki
656189	77	89	1973	Animation	Ralph Bakshi
656726	90	75	2011	Animation	Hideaki Anno
657596	66	90	1998	Animation	Boyd Kirkland
657763	68	100	2007	Animation	Sean MacLeod Phillips
657897	93	90	2011	Animation	Roger Allers
658604	64	56	1995	Animation	Eric Goldberg
659772	38	15	2001	Animation	Terry Noss
660157	55	56	2009	Animation	Shane Acker
661061	38	67	1980	Animation	Jules Bass
663588	58	78	2008	Anime & Manga	Mamoru Oshii
666418	95	97	1988	Anime & Manga	Isao Takahata
666862	55	15	2000	Anime & Manga	Kunihiko Yuyama
667793	65	25	2000	Anime & Manga	Mamoru Hosada
668102	87	94	1992	Anime & Manga	Hayao Miyazaki
669843	81	64	2004	Anime & Manga	Mamoru Oshii
670727	54	80	1997	Anime & Manga	Andrew Chan
671040	86	72	2001	Anime & Manga	Yoshiaki Kawajiri
671052	89	100	1995	Anime & Manga	Kevin Seymour
673427	74	100	2000	Anime & Manga	Takashi Miike
674253	78	83	1985	Anime & Manga	Toyoo Ashida
674289	82	85	2012	Anime & Manga	Kazuya Murata
676404	70	46	2003	Anime & Manga	Tol
676448	84	86	1984	Art House & International	Woo-ping Yuen
676450	94	90	1996	Art House & International	Kar Wai Wong
676466	66	47	2002	Art House & International	Vincente Aranda
676479	78	100	2005	Art House & International	Malte Ludin
676482	63	86	1990	Art House & International	Takeshi Kitano
676483	77	78	1999	Art House & International	Udayan Prasad
676494	94	83	2006	Art House & International	Rakesh Omprakash Mehra
676502	39	0	2003	Art House & International	Kaige Chen
676552	49	68	2011	Art House & International	Christopher Smith
676554	65	66	1997	Art House & International	Gillian Armstrong
676574	95	97	1945	Art House & International	Marcel Carné
676590	83	90	2002	Art House & International	Zacharias Kunuk
676614	56	73	2007	Art House & International	Juan Carlos Rulfo
676627	90	100	1965	Art House & International	Arthur Penn
676638	92	97	2003	Art House & International	Nicolas Philibert
676640	93	100	1958	Art House & International	Akira Kurosawa
676674	78	90	2003	Art House & International	Apichatpong Weerasethakul
676683	82	92	2011	Art House & International	Aaron Schock
676692	58	63	2012	Art House & International	David Foenkinos
676718	39	54	2000	Art House & International	James Ivory
676725	39	13	1966	Art House & International	Burt Kennedy
676733	65	76	2010	Art House & International	Rachid Bouchareb
676765	81	47	2003	Art House & International	Ryuhei Kitamura
676791	60	60	1998	Art House & International	Zhang Yuan
676844	24	15	2012	Art House & International	Rob Heydon
676848	93	100	1988	Art House & International	Krzysztof Kieslowski
676871	87	80	1993	Art House & International	Allison Anders
676872	70	73	2007	Art House & International	Pil-Sung Yim
676924	91	78	1997	Art House & International	Kar Wai Wong
676930	84	87	1973	Art House & International	Tomás Gutiérrez Alea
677005	71	74	2011	Art House & International	Larysa Kondracki
677016	65	74	2005	Art House & International	Tim Kirkman
677035	85	59	2006	Art House & International	Tarsem Singh
677058	65	60	1967	Art House & International	Tom Laughlin
677104	75	75	1963	Art House & International	Akira Kurosawa
677113	84	81	2010	Art House & International	Jean-François Richet
677133	58	44	1996	Art House & International	Rin Tarô
677173	54	69	1980	Art House & International	John Irvin
677213	88	86	1999	Art House & International	Max Ophüls
677221	70	65	2006	Art House & International	Paul Morrison
677248	46	57	2014	Art House & International	Lisle Turner
677255	88	100	1961	Art House & International	Luchino Visconti
677258	92	93	1994	Art House & International	Ang Lee
677279	75	100	1985	Art House & International	Stephen Frears
677295	76	84	2010	Art House & International	Haim Tabakman
677326	75	71	1966	Art House & International	Guy Hamilton
677332	62	43	2005	Art House & International	Myung-Sae Lee
677343	52	62	2011	Art House & International	Leon Ford
677344	60	36	2002	Art House & International	John McKay
677353	68	65	1995	Art House & International	Michelangelo Antonioni
677382	73	100	1980	Art House & International	Maurice Pialat
677397	78	75	2010	Art House & International	Ralph Ziman
677401	41	43	1966	Art House & International	Don Sharp
677412	78	55	1998	Art House & International	Hiroyuki Okiura
677426	81	67	1999	Art House & International	Alain Resnais
677432	52	69	2007	Art House & International	Jacques Rivette
677463	55	29	1998	Art House & International	María Ripoll
677495	38	83	2010	Art House & International	Simone Bitton
677497	80	46	2004	Art House & International	Sergio Castellitto
677507	42	41	2009	Art House & International	Yannick Dahan
677530	86	100	2010	Art House & International	Danny O'Connor
677542	62	40	2005	Art House & International	Blanca Lewin
677619	77	86	1947	Art House & International	Akira Kurosawa
677706	76	79	2002	Art House & International	Shohei Imamura
677724	89	82	2005	Art House & International	Nimród Antal
677728	92	100	2008	Art House & International	Gordon Chan
677734	50	58	2002	Art House & International	Maximilian Schell
677749	81	78	1999	Art House & International	Woody Allen
677775	90	100	1902	Art House & International	Georges Méliès
677779	87	98	1981	Art House & International	Jean-Jacques Beineix
677847	53	49	2005	Art House & International	Craig Lucas
677884	92	100	1973	Art House & International	François Truffaut
677887	70	65	2010	Art House & International	Peter Chan
677894	33	17	2014	Art House & International	Reinhard Klooss
677903	90	95	1996	Art House & International	Mamoru Oshii
677923	86	97	2010	Art House & International	Yael Hersonski
677938	88	65	2000	Art House & International	Régis Wargnier
677948	95	85	1989	Art House & International	Idrissa Ouedraogo
677973	90	67	2004	Art House & International	Emir Kusturica
677997	60	54	1965	Art House & International	Richard Brooks (VI)
678006	100	71	2004	Art House & International	Amie Siegel
678019	78	48	2006	Art House & International	Marco Kreupainter
678040	47	45	2000	Art House & International	Jane Campion
678046	83	80	2015	Art House & International	Kim Seong-hun
678136	64	67	1997	Art House & International	Agnès Merlet
678161	23	14	2010	Art House & International	Darren Flaxstone
678164	94	100	1984	Art House & International	Wim Wenders
678167	80	100	1928	Art House & International	Jean Epstein
678168	63	45	2013	Art House & International	Sung-su Kim
678179	54	48	2011	Art House & International	Donnie Yen
678210	50	23	2012	Art House & International	Sheree Folkson
678217	94	100	1979	Art House & International	Andrei Tarkovsky
678228	90	90	1992	Art House & International	Hal Hartley
678244	75	60	1989	Art House & International	Jackie Chan
678265	72	77	2009	Art House & International	Astra Taylor
678278	93	100	1993	Art House & International	Krzysztof Kieslowski
678286	40	40	1994	Art House & International	Deepa Mehta
678289	73	86	1987	Art House & International	Souleymane Cissé
678300	83	100	1931	Art House & International	René Clair
678301	81	56	1998	Art House & International	Predrag Antonijevic
678321	74	57	2010	Art House & International	Richard Gray
678336	71	61	2011	Art House & International	Sue Bourne
678349	49	78	1995	Art House & International	Clarence Fok Yiu-leung
678363	41	48	2014	Art House & International	Fyodor Bondarchuk
678397	93	83	1982	Art House & International	Werner Herzog
678413	28	39	2012	Art House & International	Paco Plaza
678438	59	8	2010	Art House & International	Anton Bormatov
678446	78	100	2008	Art House & International	Peter Greenaway
678450	87	80	2001	Art House & International	Richard Linklater
678463	56	49	2001	Art House & International	Claire Denis
678505	92	77	1991	Art House & International	Gabriele Salvatores
678513	67	100	2011	Art House & International	Lynn True
678530	92	68	2005	Art House & International	Christophe Barratier
678546	86	100	2011	Art House & International	Rainer Werner Fassbinder
678563	71	86	1995	Art House & International	Yimou Zhang
678565	64	33	1956	Art House & International	King Vidor
678606	76	40	1981	Art House & International	Rainer Werner Fassbinder
678618	45	60	1967	Art House & International	Ken Russell
678642	73	29	1994	Art House & International	Billie August
678644	82	80	2004	Art House & International	Anders Ronnow-Klarlund
678674	82	92	2009	Art House & International	Eran Riklis
678675	95	75	1982	Art House & International	Serif Gören
678693	89	80	2005	Art House & International	Ekachai Uekrongtham
678715	88	98	1962	Art House & International	Georges Franju
678732	85	89	2014	Art House & International	Hayao Miyazaki
678742	75	92	2010	Art House & International	Beadie Finzi
678759	67	59	2005	Art House & International	Anna Reeves
678778	72	100	1983	Art House & International	Kon Ichikawa
678851	88	90	1990	Art House & International	Kar Wai Wong
678861	82	46	1997	Art House & International	William Nicholson
678908	53	56	2000	Art House & International	Takao Okawara
678913	76	93	1993	Art House & International	Robert Rodriguez
678918	56	68	2004	Art House & International	He Ping
678919	56	100	2005	Art House & International	Vicente Ferraz
678921	83	100	1991	Art House & International	Cynthia Scott
678929	71	70	2012	Art House & International	Dong-hun Choi
678945	51	66	2008	Art House & International	Eric Rohmer
679000	65	80	1957	Art House & International	Nicholas Ray
679027	56	70	2006	Art House & International	Julia Loktev
679057	84	50	1991	Art House & International	Pedro Almodóvar
679063	82	73	1984	Art House & International	Krzysztof Zanussi
679072	81	92	1969	Art House & International	King Hu
679081	54	56	2003	Art House & International	Danièle Thompson
679120	65	100	1961	Art House & International	Richard Fleischer
679139	90	93	1999	Art House & International	Tom Tykwer
679141	62	80	2000	Art House & International	Kiyoshi Kurosawa
679157	54	61	2014	Art House & International	Maria Sole Tognazzi
679163	94	99	2004	Art House & International	Yoji Yamada
679181	82	70	2000	Art House & International	Paul Morrison (III)
679208	59	75	1971	Art House & International	Dario Argento
679225	45	38	2004	Art House & International	Pevi Eviibirose
679227	51	65	1998	Art House & International	Sandra Goldbacher
679254	62	73	1974	Art House & International	Gordon Hessler
679266	91	91	2003	Art House & International	Satoshi Kon
679271	82	82	1999	Art House & International	Liv Ullmann
679286	74	88	2003	Art House & International	Eytan Fox
679299	90	100	1953	Art House & International	Luis Buñuel
679307	91	96	1964	Art House & International	Satyajit Ray
679314	9	0	2013	Art House & International	Roger Christian
679321	69	55	2004	Art House & International	Moon-saeng Kim
679328	76	56	2001	Art House & International	Josef Fares
679331	91	100	1990	Art House & International	Jean-Paul Rappeneau
679356	61	60	1999	Art House & International	Jacques Martineau
679361	46	100	1930	Art House & International	Franz Osten
679371	94	59	2015	Art House & International	Bharat Nalluri
679389	70	86	2005	Art House & International	Hsiao-hsien Hou
679420	77	87	1997	Art House & International	Philippe de Broca
679431	70	43	2001	Art House & International	Gérard Krawczyk
679435	94	95	1960	Art House & International	Mikhail Kalatozov
679439	68	71	1963	Art House & International	Mario Bava
679460	87	85	2012	Art House & International	Gareth Evans
679472	79	91	2006	Art House & International	Park Chan-wook
679522	52	48	2002	Art House & International	Clare Peploe
679526	57	33	1987	Art House & International	Lars von Trier
679559	38	14	2015	Art House & International	Sheng Ding
679570	37	42	2012	Art House & International	Max Giwa
679594	75	64	1992	Art House & International	Michael Haneke
679613	79	94	2003	Art House & International	Werner Herzog
679629	77	63	2006	Art House & International	Benny Chan
679630	46	88	2011	Art House & International	Lisa Aschan
679631	83	76	2007	Art House & International	Jens Lien
679674	94	93	1994	Art House & International	Michael Radford
679690	36	43	2011	Art House & International	Tony Jaa
679700	76	96	1992	Art House & International	John Duigan
679704	66	67	2008	Art House & International	Cédric Klapisch
679729	48	74	1997	Art House & International	Alan Rudolph
679773	91	77	1986	Art House & International	Jean-Jacques Beineix
679782	84	17	2006	Art House & International	Roberto Benigni
679787	82	89	2007	Art House & International	Cameron Hughes
679814	54	73	1956	Art House & International	Roger Vadim
679821	84	100	1967	Art House & International	Seijun Suzuki
679822	77	55	2010	Art House & International	Bruce Beresford
679829	84	67	1996	Art House & International	Doris Dörrie
679831	77	60	1978	Art House & International	Andrew V. McLaglen
679837	68	75	2008	Art House & International	Karen Shakhnazarov
679841	70	85	2014	Art House & International	Tommy Wirkola
679847	36	33	2000	Art House & International	James Bolton
679857	89	94	2003	Art House & International	Martina Kudlácek
679879	46	34	2004	Art House & International	Kar Wai Wong
679885	87	94	1964	Art House & International	Pier Paolo Pasolini
679921	78	71	2000	Art House & International	Paul McGuigan
679959	39	75	1986	Art House & International	Julien Temple
679967	89	88	1993	Art House & International	Takeshi Kitano
679989	81	89	2002	Art House & International	Aleksandr Sokurov
679991	90	94	2003	Art House & International	Sylvain Chomet
680019	89	65	2004	Art House & International	Theodoros Angelopoulos
680042	75	79	2012	Art House & International	Kikumi Yamagishi
680059	85	94	2004	Art House & International	Werner Herzog
680114	37	88	2010	Art House & International	Claude Chabrol
680118	66	77	2001	Art House & International	Barbet Schroeder
680134	90	100	1920	Art House & International	Victor Sjöström
680142	71	67	1969	Art House & International	Ishirô Honda
680147	52	60	1965	Art House & International	Michael Anderson
680154	77	100	1993	Art House & International	Hsiao-hsien Hou
680156	66	70	2012	Art House & International	Carol Morley
680167	36	94	2004	Art House & International	Federico Hidalgo
680177	41	20	2010	Art House & International	Anant Mahadevan
680178	72	40	1996	Art House & International	Mira Nair
680180	64	74	2012	Art House & International	Jonathan Teplitzky
680188	69	52	2008	Art House & International	Pascal Laugier
680193	51	39	1992	Art House & International	Ridley Scott
680223	93	53	2008	Art House & International	Marcos Carnevale
680230	51	85	2011	Art House & International	Ian Sharp
680233	93	78	1986	Art House & International	Claude Berri
680236	48	54	1999	Art House & International	Cédric Kahn
680261	71	67	1979	Art House & International	François Truffaut
680264	67	87	2014	Art House & International	Xavier Picard
680275	80	85	2008	Art House & International	Uli Edel
680285	42	42	1953	Art House & International	Vittorio De Sica
680310	33	50	2001	Art House & International	Zachary Hansen
680329	97	90	1988	Art House & International	Giuseppe Tornatore
680334	84	100	2004	Art House & International	Nicolas Winding Refn
680355	49	79	2010	Art House & International	Manoel de Oliveira
680365	29	44	2009	Art House & International	Nikhil Advani
680382	44	0	2011	Art House & International	Ellen Perry
680389	85	94	2010	Art House & International	Olivier Assayas
680403	87	71	1983	Art House & International	Masayuki Mori
680411	67	95	2011	Art House & International	Ian Palmer
680426	40	61	2002	Art House & International	Bruno Pésery
680427	76	91	1969	Art House & International	Ken Russell
680430	42	75	2011	Art House & International	Jon Hewitt
680469	88	39	1992	Art House & International	John G. Avildsen
680486	36	32	2009	Art House & International	Tony Stone
680519	85	93	1966	Art House & International	Milos Forman
680525	86	91	1964	Art House & International	François Truffaut
680575	48	78	2010	Art House & International	Catherine Breillat
680699	16	8	2009	Art House & International	Paddy Breathnach
680703	66	67	2009	Art House & International	Kabir Khan
680715	86	80	2015	Art House & International	Julian Jarrold
680731	24	4	2005	Art House & International	Klaus Menzel
680774	76	72	2006	Art House & International	Teresa De Peligri
680786	70	83	2005	Art House & International	Sung-su Kim
680787	60	100	1983	Art House & International	Paul Cox
680790	74	91	1987	Art House & International	Ringo Lam
680897	70	91	2008	Art House & International	Zhang Ke Jia
680912	91	87	1984	Art House & International	Hayao Miyazaki
680913	89	100	2013	Art House & International	Yoshihiro Nakamura
680917	69	83	1992	Art House & International	Arne Glimcher
680919	85	91	2010	Art House & International	Tomm Moore
680928	68	71	2005	Art House & International	Takashi Miike
680931	82	89	1963	Art House & International	Georges Franju
680957	86	83	2002	Art House & International	Tony Gatlif
681014	77	80	2005	Art House & International	Shaad Ali
681018	18	0	2011	Art House & International	Kevin Gates
681047	63	77	2003	Art House & International	Neil Jordan
681058	81	71	2003	Art House & International	Takashi Miike
681059	89	100	1934	Art House & International	Jean Vigo
681063	83	85	2003	Art House & International	Ji-woon Kim
681075	63	100	1963	Art House & International	Peter Brook
681078	58	47	2012	Art House & International	Andrew Adamson
681152	33	22	2009	Art House & International	Chris Nahon
681157	76	86	1983	Art House & International	Hark Tsui
681228	75	90	1994	Art House & International	Tommy Noonan
681254	46	67	1968	Art House & International	Duilio Coletti
681255	61	46	2011	Art House & International	Gary Eck
681258	94	100	2004	Art House & International	Masaaki Yuasa
681282	80	81	2006	Art House & International	Johnnie To
681283	65	84	1976	Art House & International	Nagisa Oshima
681291	81	81	2012	Art House & International	Yoichi Sai
681292	51	60	2000	Art House & International	Andre Techine
681327	54	78	2008	Art House & International	Wayne Wang
681343	80	67	1974	Art House & International	Claude Lelouch
681358	91	97	2001	Art House & International	Ágnes Hranitzky
681382	44	12	2004	Art House & International	Peter Richardson
681390	88	92	1983	Art House & International	Chris Marker
681410	88	62	2013	Art House & International	Matej Minac
681433	77	80	2003	Art House & International	Tim Fywell
681456	66	63	2002	Art House & International	Marina de Van
681469	78	56	2004	Art House & International	Banjong Pisanthanakun
681471	72	100	1984	Art House & International	Francesco Rosi
681518	63	40	1974	Art House & International	Bo Arne Vibenius
681553	89	86	2000	Art House & International	Kinji Fukasaku
681554	87	90	1971	Art House & International	Louis Malle
681556	76	80	1960	Art House & International	Lewis Gilbert
681570	91	100	2010	Art House & International	Zhang Ke Jia
681572	85	90	1992	Art House & International	Alfonso Arau
681578	73	47	2004	Art House & International	Pieter Kramer
681580	82	80	1991	Art House & International	Shirley Sun
681585	40	55	1978	Art House & International	Meir Zarchi
681587	82	83	1996	Art House & International	Caroline Link
681590	87	92	1966	Art House & International	Jean-Luc Godard
681610	89	83	2008	Art House & International	Hong-jin Na
681627	72	100	1984	Art House & International	Leos Carax
681636	65	71	1998	Art House & International	Whit Stillman
681640	79	86	2005	Art House & International	Johnnie To
681641	92	88	1996	Art House & International	Peter Chan
681677	93	90	2004	Art House & International	Wolfgang Becker
681694	66	45	2010	Art House & International	Chi-Jan Hou
681736	69	86	2010	Art House & International	Lehericey Delphine
681738	81	90	1998	Art House & International	Hsiao-hsien Hou
681751	96	100	1969	Art House & International	Jacques Rivette
681779	68	71	2011	Art House & International	Philip Rosenthal
681794	50	84	2010	Art House & International	Nicolas Philibert
681838	88	97	2009	Art House & International	Daniel Monzón
681841	84	71	1992	Art House & International	Régis Wargnier
681852	43	59	2008	Art House & International	Abel Ferrara
681861	86	88	2004	Art House & International	Pedro Almodóvar
681869	45	24	2003	Art House & International	Larry Charles
681873	88	93	2011	Art House & International	Marius Holst
681877	33	10	2010	Art House & International	Álex de la Iglesia
681907	77	81	2003	Art House & International	Corey Yuen
681912	86	92	2003	Art House & International	Ingmar Bergman
681913	76	89	2006	Art House & International	Fabián Bielinsky
681923	59	60	2007	Art House & International	Milcho Manchevski
681956	51	39	2006	Art House & International	Fabrice Du Welz
681957	79	84	2001	Art House & International	Ming-liang Tsai
681970	72	67	1965	Art House & International	John Schlesinger
681971	81	85	1983	Art House & International	Lewis Gilbert
681977	72	100	2006	Art House & International	Rakesh Roshan
682009	56	42	2013	Art House & International	Richard Berry
682025	28	50	2007	Art House & International	Dario Argento
682034	88	100	2004	Art House & International	Wisit Sasanatieng
682070	65	8	2004	Art House & International	Felix Van Groeningen
682125	44	47	2013	Art House & International	Nick Love
682144	88	100	1961	Art House & International	Satyajit Ray
682147	56	90	2008	Art House & International	Andreas Dresen
682183	57	33	2002	Art House & International	Si-myung Lee
682193	89	67	1984	Art House & International	Claude Lelouch
682204	84	87	2006	Art House & International	Yoji Yamada
682208	59	41	2004	Art House & International	Zhou Sun
682224	81	84	1984	Art House & International	Gregory Nava
682244	81	89	2012	Art House & International	Ian Fitzgibbon
682250	77	82	1998	Art House & International	Ferzan Ozpetek
682262	19	29	1971	Art House & International	Ishirô Honda
682269	94	98	1987	Art House & International	Wim Wenders
682270	56	100	1990	Art House & International	Jon Jost
682290	34	4	2005	Art House & International	Mary McGuckian
682322	82	88	2004	Art House & International	Andy Lau
682388	75	56	2014	Art House & International	Giuseppe Tornatore
682407	33	58	1949	Art House & International	Alfred Hitchcock
